Model Name,Developed by,Funded by [optional],Shared by [optional],Model type,Language(s) (NLP),License,Finetuned from model [optional],Repository,Paper [optional],Demo [optional],Label Information,Training Data,Training Procedure,Preprocessing [optional],Training Hyperparameters,"Speeds, Sizes, Times [optional]",Testing Data,Factors,Metrics,Results,Summary,Direct Use,Downstream Use [optional],Out-of-Scope Use,"Bias, Risks, and Limitations",Recommendations,How to Get Started with the Model,Model Examination [optional],Environmental Impact,Technical Specifications [optional],Model Architecture and Objective,Compute Infrastructure,Hardware,Software,Citation [optional],Glossary [optional],More Information [optional],Model Card Authors [optional],Model Card Contact
hilmansw/indobert-finetuned-sentiment-happiness-index,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,PIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
FinanceInc/auditor_sentiment_finetuned,NIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
pysentimiento/roberta-targeted-sentiment-analysis,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,NIA,NIA
RecordedFuture/Swedish-Sentiment-Violence,PIA,PIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
poerwiyanto/bert-base-indonesian-522M-finetuned-sentiment,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,FIA,FIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,FIA,PIA,NIA
MarieAngeA13/Sentiment-Analysis-BERT,NIA,NIA,FIA,FIA,NIA,PIA,NIA,NIA,NIA,NIA,PIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
poom-sci/WangchanBERTa-finetuned-sentiment,NIA,NIA,FIA,NIA,PIA,PIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
xaqren/sentiment_analysis,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,PIA,NIA,FIA,FIA,PIA,NIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,PIA,NIA,FIA,NIA,NIA,NIA,NIA
Davlan/naija-twitter-sentiment-afriberta-large,PIA,PIA,FIA,FIA,FIA,NIA,FIA,NIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,FIA,NIA,NIA,NIA,FIA,NIA,FIA
bardsai/finance-sentiment-zh-base,PIA,PIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
seara/rubert-base-cased-russian-sentiment,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
blanchefort/rubert-base-cased-sentiment-med,NIA,NIA,FIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
hanifnoerr/Fine-tuned-Indonesian-Sentiment-Classifier,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
RashidNLP/Finance-Sentiment-Classification,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
RogerKam/roberta_fine_tuned_sentiment_newsmtsc,NIA,NIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
abnersampaio/sentimentv2,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
cardiffnlp/xlm-roberta-base-tweet-sentiment-pt,PIA,PIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
aari1995/German_Sentiment,FIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
ncduy/phobert-large-finetuned-vietnamese_students_feedback,NIA,NIA,FIA,NIA,FIA,NIA,FIA,NIA,NIA,NIA,PIA,PIA,PIA,PIA,NIA,NIA,PIA,NIA,NIA,PIA,PIA,PIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
ZiweiChen/FinBERT-FOMC,NIA,NIA,FIA,FIA,NIA,NIA,FIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
JP040/bert-german-sentiment-twitter,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,PIA,PIA,PIA,PIA,NIA,NIA,PIA,NIA,PIA,PIA,PIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,FIA,FIA
alger-ia/dziribert_sentiment,NIA,NIA,FIA,FIA,FIA,NIA,FIA,FIA,FIA,NIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
blanchefort/rubert-base-cased-sentiment-rurewiews,NIA,NIA,FIA,FIA,FIA,NIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,FIA,NIA,FIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA
z-dickson/multilingual_sentiment_newspaper_headlines,NIA,NIA,FIA,FIA,FIA,PIA,FIA,NIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
rasmodev/Covid-19_Sentiment_Analysis_RoBERTa_Model,NIA,NIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,NIA,NIA,FIA,FIA,PIA,FIA,NIA,PIA,PIA,PIA,PIA,PIA,FIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,PIA,NIA,NIA,NIA,FIA,FIA,NIA,NIA,NIA,NIA
CAMeL-Lab/bert-base-arabic-camelbert-msa-sentiment,PIA,PIA,FIA,FIA,FIA,PIA,FIA,NIA,FIA,NIA,PIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FIA,NIA,NIA,NIA,NIA,PIA,NIA,PIA,PIA,PIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA
