,model,Ouput,_id,downloads,likes,architectures,datasets,language,metrics,pipeline_tag,lastModified,tags,#classes,is_sa
482,sasha/autotrain-DistilBERT-TweetEval-1281148992,"['positive', 'neutral', 'negative']",62ff80df3dd57dbf52432f04,3.0,0.0,['DistilBertForSequenceClassification'],['sasha/autotrain-data-DistilBERT-TweetEval'],['unk'],,text-classification,2022-08-19T12:29:11.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-DistilBERT-TweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
483,intanm/fin-sa-post-trained-indobert-large-finnews-p2-002,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64a1fc6e0d99521d90c1e89c,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-07-02T22:43:01.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
484,jcy204/cold_model,"['POSITIVE', 'NEGATIVE', 'NEUTRAL']",64c3bc2de4e2212a4fdad0c3,3.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-07-28T13:06:43.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
485,salohnana2018/ABSA-Pair-domainAdapt-Camel-MSA-HARD-ImbalancedHandling-absoluteWeights-gamma1-run1,"['positive', 'negative', 'neutral']",64e9b322f6d7c8bdfb7d4741,3.0,0.0,['BertForSequenceClassification'],,,"['accuracy', 'f1', 'precision', 'recall']",text-classification,2023-08-26T09:01:08.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
486,W4nkel/microsoftTurkishTrain,"['NOTR', 'POSITIVE', 'NEGATIVE']",63b3ed8e71348ddbeb7d8b64,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-01-03T10:14:19.000Z,"['transformers', 'tf', 'bert', 'text-classification', 'generated_from_keras_callback', 'license:mit', 'region:us']",3,y
487,Svetlana0303/Classfication_AlBERT,"[2, 1, 0]",63f3278d0bdc4e0839f0644a,3.0,0.0,['AlbertForSequenceClassification'],,,['accuracy'],text-classification,2023-02-20T08:09:02.000Z,"['transformers', 'pytorch', 'tensorboard', 'albert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
488,yanezh/twiiter_try13_fold2,"['neutral', 'positive', 'negative']",647074343df93fddecde6938,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-26T09:26:56.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
489,fassahat/distilbert-base-uncased-finetuned-557k-patent-sentences,"['2', '1', '0']",636fe4c28305bc1975925bc6,3.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2022-11-12T20:38:39.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'region:us']",3,y
490,salohnana2018/ABSA-Pair-domainAdapt-CAMEL-MSA-HARD-ImbalancedHandling-norm_inv_const5-gamma3,"['negative', 'positive', 'neutral']",64e015304ad03fafdb61741d,3.0,0.0,['BertForSequenceClassification'],,,"['accuracy', 'f1', 'precision', 'recall']",text-classification,2023-08-19T02:05:14.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
491,salohnana2018/ABSA-single-domainAdapt-bert-base-MARBERT2-HARD,"['positive', 'negative', 'neutral']",64580696c9af80de2174aeac,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-07T20:15:25.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
492,cruiser/final_model,"['Positive', 'Negative', 'Neutral']",644fb6f5d5f7dafcfa5e79cf,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-01T13:44:30.000Z,"['transformers', 'tf', 'bert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
493,Svetlana0303/Classfication_RoBERTa,"[2, 1, 0]",63f32c2fd5f41eb978b19bc1,3.0,0.0,['RobertaForSequenceClassification'],,,['accuracy'],text-classification,2023-02-20T08:23:50.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
494,kreynolds03/Solomon,"['neutral', 'positive', 'negative']",63dd367f723732ce42ddc335,3.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-02-03T16:33:33.000Z,"['transformers', 'pytorch', 'tensorboard', 'distilbert', 'text-classification', 'region:us']",3,y
495,KarelDO/lstm.CEBaB_confounding.uniform.absa.5-class.seed_42,"[2, 1, 0]",6348e6c3a6aa28fa6314ee4f,3.0,0.0,['LSTMForSequenceClassification'],['OpenTable'],['en'],['accuracy'],text-classification,2022-10-14T04:35:13.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'dataset:OpenTable', 'generated_from_trainer', 'model-index', 'region:us']",3,y
496,BeChi87/train_model_Lastest_16_8_lan3,"['POS', 'NEG', 'NEU']",64dce9195f21fb7f85a45ffa,3.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-16T15:29:26.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
497,madmancity/bert2,"['2', '1', '0']",6425067056027738f932d1f8,3.0,1.0,['BertForSequenceClassification'],['madmancity/autotrain-data-bert1'],['en'],,text-classification,2023-03-30T04:01:08.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'dataset:madmancity/autotrain-data-bert1', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
498,sasha/autotrain-RobertaBaseTweetEval-1281048986,"['positive', 'neutral', 'negative']",62ff80a02979d8fc339ba1e4,3.0,0.0,['RobertaForSequenceClassification'],['sasha/autotrain-data-RobertaBaseTweetEval'],['unk'],,text-classification,2022-08-19T12:28:24.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-RobertaBaseTweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
499,yanezh/twiiter_try13_fold3,"['neutral', 'positive', 'negative']",647075741f0e7ee7fb1746fd,3.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-05-26T09:31:45.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
500,Anwaarma/autotrain-testsen-65460136124,"['neutral', 'positive', 'negative']",64837a5f206a4ce1bc3eb129,3.0,0.0,['BertForSequenceClassification'],['Anwaarma/autotrain-data-testsen'],['unk'],,text-classification,2023-06-09T19:16:32.000Z,"['transformers', 'pytorch', 'safetensors', 'bert', 'text-classification', 'unk', 'dataset:Anwaarma/autotrain-data-testsen', 'autotrain', 'co2_eq_emissions', 'has_space', 'region:us']",3,y
