,model,Ouput,_id,downloads,likes,architectures,datasets,language,metrics,pipeline_tag,lastModified,tags,#classes,is_sa
381,bekbote/autotrain-dl-phrasebank-53436126044,"['neutral', 'positive', 'negative']",644aad96cb45734dfd447f36,4.0,0.0,['BertForSequenceClassification'],['bekbote/autotrain-data-dl-phrasebank'],['en'],,text-classification,2023-04-27T17:15:58.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'dataset:bekbote/autotrain-data-dl-phrasebank', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
382,debashish68/roberta-sent-generali,"['neutral', 'positive', 'negative']",6318d1b847a84df2a5dab0d8,4.0,1.0,['BertForSequenceClassification'],,en,['f1'],text-classification,2022-09-08T09:52:08.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'generated_from_trainer', 'region:us']",3,y
383,BeChi87/train_model_noStopWord,"['NEU', 'NEG', 'POS']",64ce6ec086e19d5db151d196,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-05T15:56:26.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
384,cruiser/roberta_tweet_eval_finetuned,"['Positive', 'Neutral', 'Negative']",63f5060e1f587e0dd2c320c9,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-02-21T18:20:06.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
385,cassiepowell/LaBSE-for-agreement,"[2, 1, 0]",62696de284ad29bad60234b2,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2022-04-28T17:56:09.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
386,Teeto/reviews-classification,"['Positive', 'Neutral', 'Negative']",6303e883d14428368d196625,4.0,0.0,['BertForSequenceClassification'],,,['accuracy'],text-classification,2022-08-23T01:42:25.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
387,gabrielkytz/novo,"['positive', 'negative', 'neutral']",65021a8e8e46888d6714c6a1,4.0,0.0,['RobertaForSequenceClassification'],,,"['accuracy', 'f1', 'recall', 'precision']",text-classification,2023-09-18T14:35:37.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
388,salohnana2018/ABSA-SentencePair-DAPT-HARD-SemEval-bert-base-Camel-MSA-run3,"['negative', 'positive', 'neutral']",64d8d620620c17bfa0a202d7,4.0,0.0,['BertForSequenceClassification'],,,"['accuracy', 'f1', 'precision', 'recall']",text-classification,2023-08-13T13:24:33.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'region:us']",3,y
389,ruanchaves/mdeberta-v3-base-assin-entailment,"[2, 0, 1]",6421dbe75acad90e6b6ff419,4.0,0.0,['DebertaV2ForSequenceClassification'],['assin'],pt,,text-classification,2023-03-29T18:06:02.000Z,"['transformers', 'pytorch', 'deberta-v2', 'text-classification', 'pt', 'dataset:assin', 'has_space', 'region:us']",3,y
390,profoz/deploy-mlops-demo,"['POSITIVE', 'NEGATIVE', 'NEUTRAL']",631e20c17beada30465c05bc,4.0,1.0,['DistilBertForSequenceClassification'],,,,text-classification,2022-09-22T20:17:09.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'region:us']",3,y
391,intanm/baseline_fin_sa_30,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",642017ec328527d316dd81a6,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-26T10:01:42.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
392,tiwanyan/distil_bert_fine_tune,"['neutral', 'positive', 'negative']",64c7e8991c25d2c5818dc9a5,4.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-07-31T18:16:28.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
393,cruiser/distilbert_model_kaggle_200_epoch,"['Neutral', 'Positive', 'Negative']",644e3b51bf9683cba45b3b1a,4.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2023-04-30T10:18:58.000Z,"['transformers', 'tf', 'distilbert', 'text-classification', 'generated_from_keras_callback', 'license:apache-2.0', 'region:us']",3,y
394,researchaccount/sa_sub4,"['Positive', 'Neutral', 'Negative']",621ffdc136468d709f17fd62,4.0,0.0,['BertForSequenceClassification'],,en,,text-classification,2021-05-20T04:24:52.000Z,"['transformers', 'pytorch', 'jax', 'bert', 'text-classification', 'en', 'region:us']",3,y
395,raygx/xlmRoBERTa-NepSA,"['NEUTRAL', 'NEGATIVE', 'POSITIVE']",64cfb7f60fbfb00b915f66e6,4.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-08-08T03:01:25.000Z,"['transformers', 'tf', 'xlm-roberta', 'text-classification', 'generated_from_keras_callback', 'license:mit', 'endpoints_compatible', 'region:us']",3,y
396,adnanakbr/emotion-english-distilroberta-base-fine_tuned_for_amazon_english_reviews_on_200K_review_v3,"['positive', 'neutral', 'negative']",64f1b5261195c2d7499f2e1f,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-09-01T17:08:11.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
397,intanm/baseline_fin_sa_70,"['NEUTRAL', 'POSITIVE', 'NEGATIVE']",64200eef328527d316dd499c,4.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-03-26T09:23:30.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'region:us']",3,y
398,sasha/autotrain-RobertaBaseTweetEval-1281048990,"['positive', 'neutral', 'negative']",62ff82be1e8382dec7d6f364,4.0,0.0,['RobertaForSequenceClassification'],['sasha/autotrain-data-RobertaBaseTweetEval'],['unk'],,text-classification,2022-08-19T12:42:35.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'unk', 'dataset:sasha/autotrain-data-RobertaBaseTweetEval', 'autotrain', 'co2_eq_emissions', 'region:us']",3,y
399,BeChi87/train_model_Lastest1,"['POS', 'NEU', 'NEG']",64cef87f1ed6649d706f593d,4.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-08-06T03:09:07.000Z,"['transformers', 'pytorch', 'tensorboard', 'roberta', 'text-classification', 'region:us']",3,y
400,raoh/yiran-nlp4,"['Positive', 'Neutral', 'Negative']",63b54e129223c073fe8581af,4.0,0.0,['AlbertForSequenceClassification'],,,,text-classification,2023-01-04T10:04:47.000Z,"['transformers', 'pytorch', 'albert', 'text-classification', 'region:us']",3,y
