,model,Ouput,_id,downloads,likes,architectures,datasets,language,metrics,pipeline_tag,lastModified,tags,#classes,is_sa
175,KernAI/community-sentiment-bert,"['Positive', 'Negative', 'Neutral']",6509a0fca2abcb18d6370e0c,19.0,1.0,['BertForSequenceClassification'],,,,text-classification,2023-09-19T13:51:35.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'region:us']",3,y
176,abnersampaio/sentiment3,"['LABEL_2', 'LABEL_0', 'LABEL_1']",6501bbbdbeb5c70f914d2d67,18.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-09-13T13:41:06.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'license:mit', 'region:us']",3,y
177,cardiffnlp/bert-base-multilingual-cased-sentiment-multilingual,"['positive', 'neutral', 'negative']",63880c4cde1fa6adc54748cb,18.0,3.0,['BertForSequenceClassification'],['cardiffnlp/tweet_sentiment_multilingual'],,"['f1', 'accuracy']",text-classification,2022-12-01T02:11:30.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'dataset:cardiffnlp/tweet_sentiment_multilingual', 'model-index', 'region:us']",3,y
178,NewtonKimathi/Covid_Vaccine_Sentiment_Analysis_Roberta_Model,"['LABEL_1', 'LABEL_2', 'LABEL_0']",64f5ad6062205905debfd569,18.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-09-14T11:09:52.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
179,tanoManzo/roberta-attitude,"['Overall Positive Note', 'Overall Neutral Note', 'Overall Negative Note']",640f33d22ec22527ea421631,18.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-03-13T21:42:42.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'region:us']",3,y
180,veb/twitch-roberta-base-sentiment-latest,"['Neutral', 'Positive', 'Negative']",62a181b588bfb47fc41f0640,17.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2022-06-09T14:34:50.000Z,"['transformers', 'tf', 'roberta', 'text-classification', 'generated_from_keras_callback', 'region:us']",3,y
181,ikoghoemmanuell/finetuned_sentiment_modell,"['neutral', 'positive', 'negative']",647b53d66dbad6ab057b2a23,17.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-06-03T14:54:11.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'has_space', 'region:us']",3,y
182,francisco-perez-sorrosal/distilbert-base-uncased-finetuned-with-spanish-tweets-clf,"['NEU', 'P', 'N']",63d835c89df3238d894f1b93,17.0,0.0,['DistilBertForSequenceClassification'],['dataset'],,"['accuracy', 'f1', 'precision', 'recall']",text-classification,2023-01-31T00:36:11.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'dataset:dataset', 'generated_from_trainer', 'license:apache-2.0', 'model-index', 'has_space', 'region:us']",3,y
183,bowipawan/bert-sentimental,"['positive', 'negative', 'neutral']",621ffdc136468d709f179bf4,17.0,0.0,['DistilBertForSequenceClassification'],,,,text-classification,2021-11-12T13:47:43.000Z,"['transformers', 'pytorch', 'tensorboard', 'distilbert', 'text-classification', 'region:us']",3,y
184,cardiffnlp/xlm-roberta-base-tweet-sentiment-it,"['positive', 'neutral', 'negative']",6405ae1750fd95777ffcaf27,17.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-23T00:29:55.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
185,gr8testgad-1/sentiment_analysis,"['LABEL_1', 'LABEL_2', 'LABEL_0']",64f8c83629a9aa4778ebf3ff,17.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-09-17T22:04:31.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'generated_from_trainer', 'license:mit', 'region:us', 'has_space']",3,y
186,gyesibiney/covid-tweet-sentimental-Analysis-roberta,"['LABEL_1', 'LABEL_2', 'LABEL_0']",64b062461122935cb5bc98f6,15.0,0.0,['RobertaForSequenceClassification'],,,['accuracy'],text-classification,2023-09-01T02:36:41.000Z,"['transformers', 'pytorch', 'tensorboard', 'safetensors', 'roberta', 'text-classification', 'generated_from_trainer', 'has_space', 'region:us']",3,y
187,AGudden/xlm-roberta-base-finetuned-marc,"['neutral', 'negative', 'positive']",63b4ba80a74bd39bf1f502a9,15.0,0.0,['XLMRobertaForSequenceClassification'],['dutch_social'],,,text-classification,2023-09-11T13:19:17.000Z,"['transformers', 'pytorch', 'tensorboard', 'xlm-roberta', 'text-classification', 'dataset:dutch_social', 'generated_from_trainer', 'license:mit', 'region:us']",3,y
188,Souvikcmsa/SentimentAnalysisDistillBERT,"['positive', 'neutral', 'negative']",625fcc64000b49a547718506,15.0,1.0,['DistilBertForSequenceClassification'],['Souvikcmsa/autotrain-data-sentiment_analysis'],en,,text-classification,2022-04-20T09:05:38.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'en', 'dataset:Souvikcmsa/autotrain-data-sentiment_analysis', 'autotrain', 'co2_eq_emissions', 'has_space', 'region:us']",3,y
189,NewtonKimathi/Covid_Vaccine_Sentiment_Analysis_Bert_based_Model,"['LABEL_1', 'LABEL_2', 'LABEL_0']",64f5962e62205905debd1c95,15.0,0.0,['BertForSequenceClassification'],,,,text-classification,2023-09-14T13:54:53.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
190,cardiffnlp/xlm-v-base-tweet-sentiment-pt,"['positive', 'neutral', 'negative']",64232767d892658ecd76e405,15.0,0.0,['XLMRobertaForSequenceClassification'],,,,text-classification,2023-03-28T17:52:15.000Z,"['transformers', 'pytorch', 'xlm-roberta', 'text-classification', 'region:us']",3,y
191,seninoseno/rubert-base-cased-sentiment-study-feedbacks-solyanka,"['POSITIVE', 'NEGATIVE', 'NEUTRAL']",639b0d42bfa1d3b03829cf5b,15.0,2.0,['BertForSequenceClassification'],,['ru'],,text-classification,2022-12-15T12:23:17.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'ru', 'sentiment', 'region:us']",3,y
192,nickwong64/bert-base-uncased-finance-sentiment,"['neutral', 'positve', 'negative']",63e49ac5a26ec2301f016a01,15.0,0.0,['BertForSequenceClassification'],['cyrilzhang/financial_phrasebank_split'],['en'],"['Accuracy, F1 score']",text-classification,2023-02-09T07:32:15.000Z,"['transformers', 'pytorch', 'bert', 'text-classification', 'en', 'dataset:cyrilzhang/financial_phrasebank_split', 'sentiment-analysis', 'finance-sentiment-detection', 'finance-sentiment', 'license:apache-2.0', 'region:us']",3,y
193,xyu1163/Testmodel_sentiment_with_3_labels,"['LABEL_1', 'LABEL_2', 'LABEL_0']",64ce99489617774ce4ce14e2,15.0,0.0,['BertForSequenceClassification'],,,"['accuracy', 'f1']",text-classification,2023-08-06T11:32:13.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
194,maclean-connor96/feedier-french-books,"['POSITIVE', 'NEGATIVE', 'NEUTRAL']",64f0b47caccdab1c1931f27e,15.0,0.0,['DistilBertForSequenceClassification'],['Abirate/french_book_reviews'],,,text-classification,2023-09-04T13:15:47.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'dataset:Abirate/french_book_reviews', 'license:apache-2.0', 'region:us']",3,y
195,SiddharthaM/twitter-data-bert-base-multilingual-uncased-hindi-only-memes,"['2', '1', '0']",636154f66483eb3832c72974,14.0,0.0,['BertForSequenceClassification'],,,"['accuracy', 'precision', 'recall', 'f1']",text-classification,2022-11-01T17:43:39.000Z,"['transformers', 'pytorch', 'tensorboard', 'bert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
196,Beanz1935/finetuning-sentiment-model-3000-samples,"['LABEL_1', 'LABEL_2', 'LABEL_0']",64f9a45492e158f65b98d464,14.0,0.0,['DistilBertForSequenceClassification'],,,"['accuracy', 'f1']",text-classification,2023-09-08T13:29:55.000Z,"['transformers', 'pytorch', 'distilbert', 'text-classification', 'generated_from_trainer', 'license:apache-2.0', 'region:us']",3,y
197,IngeniousArtist/distilbert-finance,"['Neutral', 'Positive', 'Negative']",64c700cc513a7fa7c3277d85,14.0,0.0,['DistilBertForSequenceClassification'],['financial_phrasebank'],,['accuracy'],text-classification,2023-08-22T09:15:43.000Z,"['transformers', 'pytorch', 'safetensors', 'distilbert', 'text-classification', 'dataset:financial_phrasebank', 'generated_from_trainer', 'license:apache-2.0', 'model-index', 'region:us']",3,y
198,Sonny4Sonnix/movie_sentiment_trainer,"['LABEL_2', 'LABEL_1', 'LABEL_0']",64f98d9de8826beefa57c7cf,14.0,0.0,['RobertaForSequenceClassification'],,,,text-classification,2023-09-07T17:49:58.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'generated_from_trainer', 'region:us', 'has_space']",3,y
199,cardiffnlp/roberta-base-sentiment,"['positive', 'neutral', 'negative']",6388d712c0b95b2c29370164,14.0,0.0,['RobertaForSequenceClassification'],['tweet_eval'],,"['f1', 'accuracy']",text-classification,2022-12-02T17:54:41.000Z,"['transformers', 'pytorch', 'roberta', 'text-classification', 'dataset:tweet_eval', 'model-index', 'region:us']",3,y
200,Hyeonseo/ko-finance_news_classifier,"['positive', 'neutral', 'negative']",6469a7657407ab1cff404c6b,14.0,1.0,['XLMRobertaForSequenceClassification'],,['ko'],['accuracy'],text-classification,2023-09-13T14:29:41.000Z,"['transformers', 'pytorch', 'tensorboard', 'safetensors', 'xlm-roberta', 'text-classification', 'ko', 'generated_from_trainer', 'region:us']",3,y
